GFLOPs (@1GHz),Utilization,Cycles,Energy,EDP(J*cycle),Area,mac,psum_spad,weights_spad,ifmap_spad,shared_glb,DRAM,Total,Layer Number,Name,Group,Residual Block Number,Mamba Block,Layer Type,C,G,M,N,P,Q,R,S
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,041,layers_8_mixer_conv1d,layers,8.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,042,layers_8_mixer_x_proj,layers,8.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,043,layers_8_mixer_dt_proj,layers,8.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,044,layers_8_mixer_out_proj,layers,8.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,045,layers_9_mixer_in_proj,layers,9.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,046,layers_9_mixer_conv1d,layers,9.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,047,layers_9_mixer_x_proj,layers,9.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,048,layers_9_mixer_dt_proj,layers,9.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,049,layers_9_mixer_out_proj,layers,9.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,050,layers_10_mixer_in_proj,layers,10.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,051,layers_10_mixer_conv1d,layers,10.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,052,layers_10_mixer_x_proj,layers,10.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,053,layers_10_mixer_dt_proj,layers,10.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,054,layers_10_mixer_out_proj,layers,10.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,055,layers_11_mixer_in_proj,layers,11.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,056,layers_11_mixer_conv1d,layers,11.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,057,layers_11_mixer_x_proj,layers,11.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,058,layers_11_mixer_dt_proj,layers,11.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,059,layers_11_mixer_out_proj,layers,11.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,060,layers_12_mixer_in_proj,layers,12.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,061,layers_12_mixer_conv1d,layers,12.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,062,layers_12_mixer_x_proj,layers,12.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,063,layers_12_mixer_dt_proj,layers,12.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,064,layers_12_mixer_out_proj,layers,12.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,065,layers_13_mixer_in_proj,layers,13.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,066,layers_13_mixer_conv1d,layers,13.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,067,layers_13_mixer_x_proj,layers,13.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,068,layers_13_mixer_dt_proj,layers,13.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,069,layers_13_mixer_out_proj,layers,13.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,070,layers_14_mixer_in_proj,layers,14.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,071,layers_14_mixer_conv1d,layers,14.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,072,layers_14_mixer_x_proj,layers,14.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,073,layers_14_mixer_dt_proj,layers,14.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,074,layers_14_mixer_out_proj,layers,14.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,075,layers_15_mixer_in_proj,layers,15.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,076,layers_15_mixer_conv1d,layers,15.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,077,layers_15_mixer_x_proj,layers,15.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,078,layers_15_mixer_dt_proj,layers,15.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,079,layers_15_mixer_out_proj,layers,15.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,080,layers_16_mixer_in_proj,layers,16.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,081,layers_16_mixer_conv1d,layers,16.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,082,layers_16_mixer_x_proj,layers,16.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,083,layers_16_mixer_dt_proj,layers,16.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,084,layers_16_mixer_out_proj,layers,16.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,085,layers_17_mixer_in_proj,layers,17.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,086,layers_17_mixer_conv1d,layers,17.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,087,layers_17_mixer_x_proj,layers,17.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,088,layers_17_mixer_dt_proj,layers,17.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,089,layers_17_mixer_out_proj,layers,17.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,090,layers_18_mixer_in_proj,layers,18.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,091,layers_18_mixer_conv1d,layers,18.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,092,layers_18_mixer_x_proj,layers,18.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,093,layers_18_mixer_dt_proj,layers,18.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,094,layers_18_mixer_out_proj,layers,18.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,095,layers_19_mixer_in_proj,layers,19.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,096,layers_19_mixer_conv1d,layers,19.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,097,layers_19_mixer_x_proj,layers,19.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,098,layers_19_mixer_dt_proj,layers,19.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,099,layers_19_mixer_out_proj,layers,19.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,100,layers_20_mixer_in_proj,layers,20.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,101,layers_20_mixer_conv1d,layers,20.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,102,layers_20_mixer_x_proj,layers,20.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,103,layers_20_mixer_dt_proj,layers,20.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,104,layers_20_mixer_out_proj,layers,20.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,105,layers_21_mixer_in_proj,layers,21.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,106,layers_21_mixer_conv1d,layers,21.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,107,layers_21_mixer_x_proj,layers,21.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,108,layers_21_mixer_dt_proj,layers,21.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,109,layers_21_mixer_out_proj,layers,21.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,110,layers_22_mixer_in_proj,layers,22.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,111,layers_22_mixer_conv1d,layers,22.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,112,layers_22_mixer_x_proj,layers,22.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,113,layers_22_mixer_dt_proj,layers,22.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,114,layers_22_mixer_out_proj,layers,22.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,115,layers_23_mixer_in_proj,layers,23.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,116,layers_23_mixer_conv1d,layers,23.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,117,layers_23_mixer_x_proj,layers,23.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,118,layers_23_mixer_dt_proj,layers,23.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,119,layers_23_mixer_out_proj,layers,23.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,120,layers_24_mixer_in_proj,layers,24.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,121,layers_24_mixer_conv1d,layers,24.0,mixer,conv1d,1,2048,1,1,1,13,1,4
23.99,7.14%,16384,13.27,2.17e-01,0.00,207.69,470.41,1930.72,123.41,67.10,64697.92,67497.25,122,layers_24_mixer_x_proj,layers,24.0,mixer,x_proj,2048,1,96,1,1,1,1,1
15.88,4.76%,16384,8.88,1.45e-01,0.00,207.69,439.12,1930.72,101.37,30.29,65031.25,67740.44,123,layers_24_mixer_dt_proj,layers,24.0,mixer,dt_proj,64,1,2048,1,1,1,1,1
16.00,4.76%,262144,140.16,3.67e+01,0.00,207.69,470.52,1930.72,106.84,23.03,64093.75,66832.55,124,layers_24_mixer_out_proj,layers,24.0,mixer,out_proj,2048,1,1024,1,1,1,1,1
15.99,4.76%,524288,280.24,1.47e+02,0.00,207.69,470.29,1930.72,106.84,20.62,64078.12,66814.29,125,layers_25_mixer_in_proj,layers,25.0,mixer,in_proj,1024,1,4096,1,1,1,1,1
28.00,9.52%,6656,4.94,3.29e-02,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,126,layers_25_mixer_conv1d,layers,25.0,mixer,conv1d,1,2048,1,1,1,13,1,4
