GFLOPs (@1GHz),Utilization,Cycles,Energy,EDP(J*cycle),Area,mac,psum_spad,weights_spad,ifmap_spad,shared_glb,DRAM,Total,Layer Number,Name,Group,Residual Block Number,Mamba Block,Layer Type,C,G,M,N,P,Q,R,S
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,024,layers_4_mixer_out_proj,layers,4.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,025,layers_5_mixer_in_proj,layers,5.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,026,layers_5_mixer_conv1d,layers,5.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,027,layers_5_mixer_x_proj,layers,5.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,028,layers_5_mixer_dt_proj,layers,5.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,029,layers_5_mixer_out_proj,layers,5.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,030,layers_6_mixer_in_proj,layers,6.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,031,layers_6_mixer_conv1d,layers,6.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,032,layers_6_mixer_x_proj,layers,6.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,033,layers_6_mixer_dt_proj,layers,6.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,034,layers_6_mixer_out_proj,layers,6.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,035,layers_7_mixer_in_proj,layers,7.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,036,layers_7_mixer_conv1d,layers,7.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,037,layers_7_mixer_x_proj,layers,7.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,038,layers_7_mixer_dt_proj,layers,7.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,039,layers_7_mixer_out_proj,layers,7.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,040,layers_8_mixer_in_proj,layers,8.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,041,layers_8_mixer_conv1d,layers,8.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,042,layers_8_mixer_x_proj,layers,8.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,043,layers_8_mixer_dt_proj,layers,8.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,044,layers_8_mixer_out_proj,layers,8.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,045,layers_9_mixer_in_proj,layers,9.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,046,layers_9_mixer_conv1d,layers,9.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,047,layers_9_mixer_x_proj,layers,9.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,048,layers_9_mixer_dt_proj,layers,9.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,049,layers_9_mixer_out_proj,layers,9.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,050,layers_10_mixer_in_proj,layers,10.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,051,layers_10_mixer_conv1d,layers,10.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,052,layers_10_mixer_x_proj,layers,10.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,053,layers_10_mixer_dt_proj,layers,10.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,054,layers_10_mixer_out_proj,layers,10.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,055,layers_11_mixer_in_proj,layers,11.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,056,layers_11_mixer_conv1d,layers,11.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,057,layers_11_mixer_x_proj,layers,11.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,058,layers_11_mixer_dt_proj,layers,11.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,059,layers_11_mixer_out_proj,layers,11.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,060,layers_12_mixer_in_proj,layers,12.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,061,layers_12_mixer_conv1d,layers,12.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,062,layers_12_mixer_x_proj,layers,12.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,063,layers_12_mixer_dt_proj,layers,12.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,064,layers_12_mixer_out_proj,layers,12.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,065,layers_13_mixer_in_proj,layers,13.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,066,layers_13_mixer_conv1d,layers,13.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,067,layers_13_mixer_x_proj,layers,13.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,068,layers_13_mixer_dt_proj,layers,13.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,069,layers_13_mixer_out_proj,layers,13.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,070,layers_14_mixer_in_proj,layers,14.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,071,layers_14_mixer_conv1d,layers,14.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,072,layers_14_mixer_x_proj,layers,14.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,073,layers_14_mixer_dt_proj,layers,14.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,074,layers_14_mixer_out_proj,layers,14.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,075,layers_15_mixer_in_proj,layers,15.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,076,layers_15_mixer_conv1d,layers,15.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,077,layers_15_mixer_x_proj,layers,15.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,078,layers_15_mixer_dt_proj,layers,15.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,079,layers_15_mixer_out_proj,layers,15.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,080,layers_16_mixer_in_proj,layers,16.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,081,layers_16_mixer_conv1d,layers,16.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,082,layers_16_mixer_x_proj,layers,16.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,083,layers_16_mixer_dt_proj,layers,16.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,084,layers_16_mixer_out_proj,layers,16.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,085,layers_17_mixer_in_proj,layers,17.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,086,layers_17_mixer_conv1d,layers,17.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,087,layers_17_mixer_x_proj,layers,17.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,088,layers_17_mixer_dt_proj,layers,17.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,089,layers_17_mixer_out_proj,layers,17.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,090,layers_18_mixer_in_proj,layers,18.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,091,layers_18_mixer_conv1d,layers,18.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,092,layers_18_mixer_x_proj,layers,18.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,093,layers_18_mixer_dt_proj,layers,18.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,094,layers_18_mixer_out_proj,layers,18.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,095,layers_19_mixer_in_proj,layers,19.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,096,layers_19_mixer_conv1d,layers,19.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,097,layers_19_mixer_x_proj,layers,19.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,098,layers_19_mixer_dt_proj,layers,19.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,099,layers_19_mixer_out_proj,layers,19.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,100,layers_20_mixer_in_proj,layers,20.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,101,layers_20_mixer_conv1d,layers,20.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,102,layers_20_mixer_x_proj,layers,20.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,103,layers_20_mixer_dt_proj,layers,20.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,104,layers_20_mixer_out_proj,layers,20.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,105,layers_21_mixer_in_proj,layers,21.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,106,layers_21_mixer_conv1d,layers,21.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,107,layers_21_mixer_x_proj,layers,21.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,108,layers_21_mixer_dt_proj,layers,21.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,109,layers_21_mixer_out_proj,layers,21.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,110,layers_22_mixer_in_proj,layers,22.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,111,layers_22_mixer_conv1d,layers,22.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,112,layers_22_mixer_x_proj,layers,22.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,113,layers_22_mixer_dt_proj,layers,22.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,114,layers_22_mixer_out_proj,layers,22.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,115,layers_23_mixer_in_proj,layers,23.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,116,layers_23_mixer_conv1d,layers,23.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,117,layers_23_mixer_x_proj,layers,23.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,118,layers_23_mixer_dt_proj,layers,23.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,119,layers_23_mixer_out_proj,layers,23.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,120,layers_24_mixer_in_proj,layers,24.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,121,layers_24_mixer_conv1d,layers,24.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,122,layers_24_mixer_x_proj,layers,24.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,123,layers_24_mixer_dt_proj,layers,24.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,124,layers_24_mixer_out_proj,layers,24.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
16.00,4.76%,2097152,1120.29,2.35e+03,0.00,207.69,470.41,1930.72,106.84,19.54,64039.06,66774.27,125,layers_25_mixer_in_proj,layers,25.0,mixer,in_proj,2048,1,8192,1,1,1,1,1
28.00,9.52%,13312,9.89,1.32e-01,0.00,207.69,219.54,1934.30,189.91,3258.91,40615.38,46425.73,126,layers_25_mixer_conv1d,layers,25.0,mixer,conv1d,1,4096,1,1,1,13,1,4
20.00,5.95%,65536,44.04,2.89e+00,0.00,207.69,470.52,1930.72,112.37,69.85,64415.62,67206.78,127,layers_25_mixer_x_proj,layers,25.0,mixer,x_proj,4096,1,160,1,1,1,1,1
15.94,4.76%,65536,35.25,2.31e+00,0.00,207.69,454.83,1930.72,101.34,15.50,64515.62,67225.71,128,layers_25_mixer_dt_proj,layers,25.0,mixer,dt_proj,128,1,4096,1,1,1,1,1
16.00,4.76%,1048576,560.21,5.87e+02,0.00,207.69,470.47,1930.72,106.84,19.76,64046.88,66782.36,129,layers_25_mixer_out_proj,layers,25.0,mixer,out_proj,4096,1,2048,1,1,1,1,1
